province,year,gdp_100m,ind2_100m,ind3_100m,population_10k,urban_pop_10k,rural_pop_10k,broadband_users,mobile_internet_users,co2_total,coal_emissions,coal_share,software_revenue,digital_core_industry_share,co2_approx,green_certificate_volume,charging_infrastructure,express_delivery_revenue,high_tech_industry_share,optical_cable_length,aqi_good_rate,electricity_market_volume,green_power_trade_volume,iot_terminal_users,5g_base_stations,renewable_installation_share,pgdp,pgdp_ln,urban_rate,ind2_share,carbon_intensity,carbon_intensity_ln,co2_total_ln,carbon_per_capita,carbon_per_capita_ln,energy_digital_index,energy_digital_index_100,energy_digital_index_pca,energy_digital_index_pca_100
天津,2019.0,14097.2,5016.9,8894.9,1385.0,1168.0,217.0,523.6,1450.71,137.71733584444442,60.335338799999995,0.43810997671455426,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,101784.83754512636,11.53061642844079,0.8433212996389892,0.3558791816814686,0.009769126907786257,-4.6285281815280435,4.9252032935580035,9.943489952667468,2.2969180609246567,0.0016023409163289286,0.16023409163289287,0.08048521841794752,8.048521841794752
天津,2020.0,14230.8,4966.6,9053.8,1387.0,1175.0,212.45,534.6,1488.82,128.49268755555556,59.36133573333333,0.46198220974767645,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,102601.29776496034,11.5386058604201,0.8471521268925739,0.34900356972201146,0.00902919635969556,-4.70729191222514,4.855871996533609,9.2640726427942,2.226143762206869,0.0016513674150548528,0.1651367415054853,0.08300592519318385,8.300592519318386
天津,2021.0,16093.2,5780.5,10046.8,1373.0,1165.0,212.45,584.5,1536.83,141.0076325111111,60.314756333333335,0.4277410751406004,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,117211.94464675892,11.671739067713107,0.8485069191551348,0.35918897422513857,0.008761938738790985,-4.737338081307295,4.948814020197599,10.270038784494618,2.3292308004177196,0.0017945767182694938,0.17945767182694938,0.08984487024364031,8.98448702436403
天津,2022.0,16588.5,6092.7,10222.7,1363.0,1160.0,212.45,631.1,1572.08,138.37230911111112,58.11389906666667,0.41998214411527945,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,121705.79603815114,11.709361903463174,0.851063829787234,0.36728456460801157,0.00834145999403871,-4.7865170186953065,4.929947944488218,10.152040286948726,2.3176746987797765,0.0019222364921865137,0.19222364921865137,0.09587876273917777,9.587876273917777
河北,2016.0,28879.7,12332.3,13464.9,7375.0,3973.0,3402.0,1612.0,5518.33,614.5694730466668,517.8056264333334,0.8425501902435273,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,39158.91525423729,10.575383395909336,0.5387118644067797,0.42702313389682023,0.021280327463466267,-3.849972226306309,6.4209219788348655,8.333145397242939,2.120240983614936,0.006641525380290491,0.664152538029049,0.3408218055476349,34.08218055476349
河北,2017.0,31065.5,12778.0,15157.5,7409.0,4130.0,3279.0,1910.1,6211.8,541.9030583118732,447.7800573709466,0.8263102606688788,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,41929.41017681199,10.643742773211875,0.5574301525172088,0.4113244596095347,0.01744388657230282,-4.048766031413103,6.295087126239245,7.314118751678677,1.9898065558106799,0.007754953410798874,0.7754953410798874,0.39664454432726526,39.66445443272653
河北,2018.0,32947.0,12904.1,16704.3,7426.0,4257.0,3169.0,2159.8,6505.32,595.2894520333334,487.3043065,0.8186006065377306,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,44367.08860759494,10.700253225983806,0.5732561271209264,0.391662366831578,0.018068092756042535,-4.013607727483534,6.389047761261115,8.016286722775833,2.0814753125121808,0.008505362400855487,0.8505362400855486,0.4328275728710647,43.28275728710647
河北,2019.0,35623.5,13600.9,18504.2,7447.0,4377.0,3070.0,2359.7,6915.15,593.4303496666666,463.2595616,0.7806468979219139,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,47836.04135893648,10.77553463768688,0.5877534577682288,0.3817957247322694,0.01665839543185444,-4.094840959495577,6.385919851925765,7.968716928517075,2.075523492203211,0.009216999345978754,0.9216999345978755,0.4682296537277696,46.822965372776956
河北,2020.0,36821.5,13938.0,19003.1,7464.0,4484.0,2980.0,2534.4,7103.97,589.5646331333334,458.24322206666665,0.7772569728805838,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,49332.127545551986,10.806330822135225,0.6007502679528403,0.3785288486346292,0.016011423574089415,-4.1344528381195085,6.379384354566713,7.898775899428367,2.066707798027624,0.009731526683431382,0.9731526683431382,0.49293603992092916,49.29360399209292
河北,2021.0,41205.4,16450.8,20725.3,7448.0,4554.0,2894.0,2796.9,7512.48,579.35934978,444.83451686666666,0.7678041564973165,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,55324.11385606875,10.920964147729407,0.6114393125671321,0.3992389347027331,0.014060277288413654,-4.2644016710008,6.3619229237093275,7.778723815520945,2.051392290740516,0.010583786801632909,1.0583786801632908,0.5346523155558254,53.465231555582534
